,Unnamed: 0,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin E (Tocopherol),Vitamin C (Ascorbic acid),Magnesium,Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Phosphorus,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids
1432,1432,73.0,1490.0,356.0,2.5,2.5,8.0,0.0,0.5,0.5,7613356082687,Coop Naturaplan Jasmin-Vollreis-Mix bio,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,1433,50.0,2176.0,520.0,29.0,0.0,12.5,2.2,10.0,1.8,8600939506936,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,1434,15.0,263.0,62.0,0.0,1.0,0.5,0.0,0.0,14.0,7610200100085,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,1435,10.7,295.0,70.0,2.2,,0.9,0.7,1.7,7.7,5011308323086,PATAK'S Original Mild Curry Indische Currysauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,1436,0.8,3010.0,731.0,80.0,0.5,2.0,0.9,9.0,0.7,7616600380263,MIGROS Mayonnaise,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,1437,,,,,,,,,,7610268442592,Jolimont Dolce Vita ,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,1438,47.0,2130.0,511.0,33.0,2.0,5.0,0.16,20.0,43.0,7616500639867,FREY TRUFFES AU LAIT,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,1439,3.0,1250.0,304.0,29.5,,6.5,1.4,20.0,3.0,3073780818520,Cantadou Meerrettich,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,1440,10.0,170.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,7613269366614,M-Budget Himbeersirup,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,1441,,,,,,,,,,7613269213956,,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,1442,,,,,,,,,,5413588602019,Père Olive Classic Diabolo Oliven,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,1443,0.1,1316.0,317.0,25.0,,22.0,1.7,15.0,0.1,7610900068395,Gerber GRILL CHEESE CLASSIC,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,1444,55.3,2360.0,566.0,35.0,,6.7,0.31,22.6,55.3,40084329,Kinder Schokolade,Germany,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,1445,,,,,,,,,,7610100026300,Nescafé Gold All'Italiana,Switzerland,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,1446,10.0,382.0,91.0,3.5,1.8,0.13,0.05,0.7,3.5,4062300251540,Hipp Käse-Makkaroni mit buntem Gemüse,,220.0,g,,0.16,0.9,0.05,1.9,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,
1447,1447,,,,,,,,,,7611091542312,Migros Bärlauchpaste,,95.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,1448,,,,,,,,,,3183810000334,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,1449,,,,,,,,,,7610807240153,Mont-sur-Rolle ROCHEBONNE VIN VAUDOIS,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,1450,,,,,,,,,,3760122960015,Michel et Augustin L'incroyable thé vert aux pêches et citronnelle,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,1451,17.0,319.0,75.0,0.2,1.7,0.5,,,17.0,3045320093421,ANDROS Les Compotes Apfel Aprikose,,,g,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1452,1452,69.2,1521.0,359.0,2.0,3.0,14.5,0.01,0.4,3.5,8076809545877,Academia Barilla Farfalle,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,1453,33.7,1716.0,411.0,20.1,12.4,17.4,0.5,11.6,33.7,7613034732828,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,1454,31.0,726.0,172.0,4.0,1.0,2.5,1.4,0.9,2.5,7617027923866,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,1455,3.5,1790.0,435.0,46.0,0.5,1.5,2.0,5.0,0.5,7617027815642,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,1456,8.4,165.0,39.0,0.0,,0.8,0.0,,7.7,5038862136570,Innocent Orange mit Fruchtfleisch,,900.0,ml,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1457,1457,4.8,148.0,35.0,0.1,0.2,2.9,0.12,0.0,3.4,7613196009387,Nestlé Hirz Yoghurt Drink Mocca,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,1458,1.0,1250.0,300.0,20.0,0.0,29.0,1.5,14.0,1.0,7610200279835,M Classic Pizzakäse,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,1459,95.0,1635.0,385.0,0.5,2.5,0.5,0.01,0.1,95.0,42286356,,,8.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,1460,,,,,,,,,,7610848390688,GOLD STAR Kalmarringe natur,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,1461,,,,,,,,,,3020881641106,Get 27 Liqueur A La Menthe,,700.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,1462,4.5,100.0,24.0,0.5,1.0,1.5,0.0,0.0,4.5,8002510018003,Longobardi Pomodori pelati Triturati ,,800.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,1463,4.0,1810.0,433.0,30.0,32.0,22.0,0.03,3.0,1.0,7613200170140,Coop : Naturaplan : Chiasamen Bio,"Bolivia, Plurinational State of",175.0,g,,18.0,24.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,1464,,,,,,,,,,7610268253013,Domaine Du Martheray Grand Cru Féchy 2014,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,1465,10.0,271.0,64.0,1.2,,3.3,0.2,0.7,10.0,5601226003469,Ucal chocolate milk,,250.0,ml,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,1466,4.0,1190.0,288.0,30.0,0.5,0.5,0.2,25.0,3.0,7616600702546,SOJA LINE SCHLAGCREME CRÈME À FOUETTER,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,1467,4.3,561.0,134.0,7.7,1.9,12.0,1.2,1.0,0.0,5601010251205,Lulas Em Calderirada Ramirez Calamary With Ragoutsauce,,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,1468,3.5,311.0,75.0,6.0,1.5,1.0,0.9,2.5,2.5,7613269375517,Karottencrèmesuppe,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,1469,7.0,190.0,45.0,0.0,3.0,3.0,0.7,0.0,4.5,7610849907731,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,1470,46.0,1010.0,242.0,1.5,4.0,8.0,1.6,0.5,2.5,7613331139696,COOP Qualite & Prix Frischback Mini Pagnol,,330.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1471,,,,,,,,,,5998847195070,Disznoko Tokaji Aszu 2007,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,1472,57.0,2190.0,524.0,29.0,3.5,7.0,0.2,15.0,51.0,7616500652057,Frey Classic Branches Cornflakes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,1473,60.0,1073.0,253.0,0.4,,1.2,,0.0,50.0,8001395001315,Vis Poesie di frutta MARRONI,,,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,1474,53.0,944.0,222.0,0.5,,0.8,4.0,0.0,51.5,5021047104549,Thai Kitchen Authentic Thai Cuisine Sweet Chilli Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,1475,1.0,1150.0,275.0,29.0,4.0,1.5,3.2,3.0,0.0,7610848329985,Schwarze Oliven,Griechenland,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,1476,3.5,110.0,26.0,0.5,1.0,1.5,0.0,0.0,3.5,7610800978749,Coop Gehackte Tomaten in Tomatensaft,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1477,,,,,,,,,,7613269696322,Anna's BEST RANDEN MIT MANGO,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,1478,15.0,863.0,207.0,13.0,1.0,7.0,0.93,3.0,2.5,7613269310198,Anna's Best Pastasalat Caprese,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,1479,24.0,646.0,154.0,3.5,0.8,6.6,61.4,0.5,2.8,7611100116350,Knorr Aromat natürlich ohne Zusatz von Glutamat,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,1480,45.0,1260.0,298.0,8.0,3.0,10.0,1.3,4.5,4.0,7616700037258,Terrasuisse Butterzopf,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,1481,1.0,1142.0,276.0,23.5,,15.0,0.5,15.6,1.0,7640101099492,Züger Mozzarella Bufala ,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,1482,,,,,,,,,,7610161124137,Hugo Reitzel Borettana Zwiebeln Mit Cassis,,240.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,1483,16.0,1050.0,251.0,10.0,2.5,23.0,1.5,2.5,1.5,7610849260393,,,260.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,1484,,,,,,,,,,7610818925834,Coop Crema di carciofi per crostini,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,1485,63.0,1460.0,346.0,2.0,8.0,15.0,0.1,0.5,3.0,7613269373438,Migros Bio Spiralen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,1486,71.0,1490.0,356.0,1.5,2.5,12.0,0.05,0.5,0.5,7610809018910,Naturaplan : Halbweissmehl,"Kanada', 'Schweiz', 'Europa",1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,1487,,,,,,,,,,3272770093781,TARTARE Light,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,1488,11.0,190.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,7610848895800,Coop Apfelsaft,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,1489,42.0,2107.0,505.0,29.0,6.0,16.0,0.03,7.1,21.0,4104420146006,ALTANATURA Knusper Gebäck,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,1490,82.3,1414.0,337.6,0.5,4.4,1.1,0.54,0.0,67.7,7610442292302,SUN SNACK Kiwischeiben,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,1491,0.0,1630.0,390.0,29.0,0.0,33.0,1.5,18.0,0.0,7610800015376,Coop Grana Padano gerieben,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,1492,,0.0,,,,,,,,7614800234003,Kambly Hausspezialitäten Aus Dem Emmental Caramel,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,1493,,,,,,,,,,7611889111829,Appenzeller Hanfblüte,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,1494,37.0,1710.0,410.0,26.0,2.0,6.0,1.1,12.0,3.0,7613269207825,Migros - Classic - Blätterteig,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1495,5.0,89.0,21.0,0.0,0.5,0.5,0.02,0.0,5.0,7613269260769,Ananas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,1496,6.0,659.0,160.0,14.0,3.0,0.9,1.1,2.5,6.0,7613312061312,Migros Sélection Caponata,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1497,64.0,2197.0,525.0,27.0,2.7,5.0,0.5,18.0,35.0,5601066400749,Nacional WAFER MAX CHOCOLATE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1498,13.0,624.0,149.0,8.2,1.6,5.1,0.98,3.0,0.9,7614200046114,Hero Älpler Rösti,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1499,12.0,630.0,150.0,10.0,0.2,3.0,0.1,6.5,11.8,7612464732521,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,1500,,,,,,,,,,8032825450243,PALAZZO MAFFEI VALPOLICELLA RIPASSO 2013,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1501,29.0,1105.0,263.0,10.4,1.8,12.6,1.3,5.1,6.1,7613034642240,,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1502,63.0,2040.0,488.0,22.0,4.5,7.0,0.2,12.0,38.0,7613356574670,Coop : Qualité&Prix : Country : Crunchy : Choco-Ahornsirup,Switzerland,168.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1503,,,,,,,,,,8057014941340,Coop : Naturaplan : Clementinen Bio,Italy,1500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,1504,14.0,264.0,62.0,0.5,1.0,0.6,0.0,0.0,14.0,7613312073926,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,1505,43.0,1573.0,376.0,19.0,2.5,7.0,0.75,12.0,2.5,7613269198536,Anna's BEST Butter-Kuchenteig,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1506,6.0,269.0,64.0,3.5,0.5,2.0,0.78,1.5,2.5,7613269375845,Kürbis-Curry-Crèmesuppe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,1507,,,,,,,,,,7617027095273,Schwarztee,Germany,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,1508,49.0,2430.0,585.0,40.0,2.5,6.0,0.12,21.0,47.0,7616500648814,Frey Prestige,,235.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1509,64.0,1852.0,441.0,15.0,7.0,9.0,0.45,4.0,19.0,7613269352853,Migros Bio 7-Korn,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,1510,3.1,447.0,114.0,10.9,,1.0,0.05,9.4,1.6,5021047105195,Thai Kitchen : Coconut Milk : Kati : Light,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,1511,79.0,1350.0,318.0,0.5,1.0,0.5,0.0,0.5,75.0,5060237280908,Mei Yang Authentic Asian Cuisine Ginger,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,1512,14.0,420.0,99.0,3.0,,4.0,0.08,1.8,14.0,7610900025053,Emmi Yogourtpur Tropical,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,1513,11.0,187.0,44.0,0.0,0.0,0.0,0.01,0.0,10.0,7613312035252,Apfelsaft,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,1514,8.8,299.0,71.0,2.8,0.17,2.2,0.5,0.2,2.5,4062300278011,Hipp Teigwaren mit Tomaten und Zucchetti,,190.0,g,,0.17,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1515,67.0,1510.0,361.0,3.0,3.0,14.0,0.05,1.0,3.0,7613356072220,Coop Qualité & Prix Spaghettini,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,1516,0.7,15.0,3.0,0.0,0.5,0.0,0.0,0.0,0.5,7640119725734,Migros Bio Multivitamin,,,g,,,,,,,3.6,40.0,,,,,,,0.4,1.5,,,,,,,,,15.0,,,,,,240.0,
1517,1517,,,,,,,,,,7617014173557,Delizio World's Finest Coffees No. 4 Galapagos San Cristobal,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,1518,68.0,1800.0,430.0,17.0,0.5,1.0,0.7,12.0,62.0,3516890001401,Yann de Bretagne : Karamellcreme mit gesalzener Butter,France,340.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,1519,37.0,734.0,176.0,0.0,0.0,1.0,0.04,0.0,37.0,8007178990524,FATTORIE GIACOBAZZI AGRODOLCE ALL'ACETO DI MELE,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,1520,17.0,1070.0,256.0,16.0,3.5,11.0,1.4,4.0,1.5,7613269265597,Optical Poulet Nuggets,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1521,4.0,715.0,172.0,13.5,,8.7,1.0,9.0,2.6,3272770003148,CHAVROUX 100% ZIEGENMILCH MILDER ZIEGENKÄSE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,1522,55.3,2284.0,547.0,32.7,1.9,7.0,8.22,18.9,54.8,7613035435568,Cailler Eat Music Everyday,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
