,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
11346,1.0,1080.0,261.0,23.0,0.5,13.0,1.9,9.0,1.0,7610200012913,M Classic Cervelas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11347,2.5,608.0,145.0,6.0,0.0,20.0,1.2,0.8,0.0,5601010241015,Ramirez Pota Gigante,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11348,12.0,550.0,132.0,6.0,1.0,7.0,0.9,3.0,2.5,7610809022856,Coop Qualité & Prix Lasagne mit Schweinefleisch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11349,0.1,1316.0,317.0,25.0,,22.0,1.7,15.0,0.1,7610900068371,Gerber Grill Cheese Red Paprika,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,,,,,,,,,,76403590,SOMERSBY RED RHUBARB,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11351,79.1,1621.0,383.0,3.2,5.2,6.8,0.84,1.2,24.2,7613031723478,Nestle Cookie Crisp,,,g,629.0,,,,,,,8.4,,1.0,1.2,14.0,1.2,3.0,,,,,,,,,170.0,,,5.1,,,,,,,,,
11352,18.0,443.0,105.0,1.5,3.0,3.5,0.0,0.5,3.5,2151117005650,Migros Zuckermais Bio ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11353,5.5,844.0,203.0,14.5,1.1,11.6,0.78,2.3,4.5,4020500956412,Appel Hering ,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,56.9,2284.0,547.0,31.8,,6.6,0.1,11.0,55.9,4008400401621,Ferrero Nutella,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11355,75.1,1389.0,327.0,0.1,,4.5,0.08,0.1,61.7,4014400915778,Storck Nimm2 Lach Gummi Fruchtgummi mit Vitaminen,,320.0,g,,,,,,,,,,,,15.6,1.5,,10.3,,,,,,,,,50.0,2.2,,,,,,,,,,
11356,0.2,3.0,1.0,0.0,,0.0,0.0,,0.1,4002221027800,Meßmer Marokkanischer Minze-Honig frisch-süß,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11357,33.0,1694.0,407.0,27.0,4.0,6.0,0.15,13.0,24.0,7616700190199,MIGROS CROUSTILLANT CHOC,['France'],140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358,,,,,,,,,,20400880,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11359,4.0,670.0,160.0,15.0,0.0,3.0,,9.0,4.0,7610809127179,Coop Kaffeerahm,,,g,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360,12.0,237.0,56.0,0.5,1.0,0.5,0.03,,12.0,7613312044698,Sun Queen Ananasstücke,,270.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,,,,,,,,,,7610491925749,morga Cashews natural Cashewkerne,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,54.0,2333.0,559.0,35.0,0.0,6.2,0.22,22.0,53.0,7610400072595,Lindt Swiss Hearts,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11363,,,,,,,,,,8432292295048,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,,,,,,,,,,3760077986375,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365,,,,,,,,,,20644864,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366,6.0,220.0,53.0,2.5,0.0,1.5,1.5,0.7,1.0,7613312070901,Bon Chef Bratensauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11367,,,,,,,,,,7610827751257,coop naturaplan Ei & Le Gruyère AOP,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,13.0,402.0,95.0,2.8,0.3,3.7,0.07,1.6,,7610100725104,Nestlé Hirz Joghurt Mit Thurgauer Erdbeeren,,180.0,g,,,,,,,,,,,,,,,,,,,0.2,1.0,3.4,8.2,,,,,,,,,,,,,
11369,47.0,2270.0,546.0,36.0,3.5,6.0,0.08,19.0,44.0,7616500651814,FREY PRESTIGE EDITION D'OR CRÉATIONS EXQUISES DES CHOCOLATIERS SUISSES,,256.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370,11.0,420.0,101.0,4.0,1.5,4.5,1.1,2.0,2.0,7616800811253,M-Classic Ravioli alla Bolognese mit Rindfleischfüllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11371,52.0,2330.0,557.0,36.0,5.0,4.5,,22.0,45.0,7610807027532,Coop Naturaplan Crémant,,100.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372,,,,,,,,,,8005369001486,AMARONE DELLA VALPOLICELLA VIGNEALTE Classico ZENI 2012,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373,,,,,,,,,,4047938770007,RICH Secco,,200.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11374,57.0,1940.0,464.0,23.0,6.0,4.5,0.6,2.5,,7610845499117,Coop Potato Chips Mix,,100.0,g,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11375,32.7,2131.0,513.0,36.3,,10.3,0.02,4.1,29.5,20005726,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11376,8.7,285.0,68.0,3.0,0.6,1.4,1.4,1.3,8.6,7611471004096,Milupa Milumil 2 Folgemilch,,,g,67.0,,0.5,18.0,1.1,65.0,9.5,1.2,1.6,0.06,0.3,0.45,0.04,1.5,1.2,5.9,0.57,,,,,,12.0,,0.14,0.35,,45.0,4.7,14.0,,,,,
11377,6.0,460.0,110.0,8.0,,3.5,,,,7610818071449,Coop Prix Garantie Pastetenfüllung mit Champignons und Fleisch,,820.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,7.0,119.0,28.0,0.0,0.0,0.0,0.0,0.0,7.0,7613269264811,Ice Tea Green Tea,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,7.5,1710.0,413.0,39.0,,8.0,1.0,26.0,7.5,3175460030090,boursin Figue & 3 Noix,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11380,50.0,2240.0,536.0,6.0,18.0,1.5,0.08,60.0,30.0,7610849554331,Coop Qualité & Prix Milch Schweizer Milchschokolade,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11381,51.0,2391.0,571.0,37.0,,8.0,0.01,20.0,49.0,7610008009511,BLOND torino Caramelise,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11382,62.0,2080.0,497.0,25.0,2.0,5.0,0.5,14.0,41.0,7613269263937,American Favorites Cookie,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383,77.0,1391.0,327.0,0.5,0.5,4.5,0.2,0.5,48.0,4003084010220,Yupi Sour Glowworms,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,46.0,2520.0,606.0,44.0,,5.5,0.14,33.0,45.0,7610400084017,Lindt Lindor,,152.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11385,,,,,,,,,,7613312062289,actilife Magnesium ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,70.0,1511.0,357.0,2.5,6.0,11.0,3.8,0.5,7.0,8410076491473,Pancho Villa AUTHENTIC MEXICAN Crispy Chicken MIX,,85.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11387,51.0,2384.0,572.0,38.0,,6.2,0.24,22.0,50.0,4000417650108,Ritter Sport Schokowürfel joghurt,,176.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388,64.6,1584.0,375.0,6.5,4.1,12.5,3.3,3.8,12.7,4005967511909,Rosen garten gemüse Cracker Karotte Meersalz,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11389,30.0,810.0,194.0,4.0,2.5,8.0,1.6,2.5,2.0,7613356070332,coop Betty Bossi Barchetta al prosciutto,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,,,,,,,,,,8437005411432,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391,0.8,78.0,118.0,0.2,,,,,,20517106,,,,g,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392,30.0,271.0,113.0,11.5,,10.0,1.3,6.5,5.0,8001665128285,Rana Ravioli Tomaten & Mozzarella,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11393,67.5,1783.0,423.0,9.5,2.5,15.5,0.28,3.5,33.5,7613033008351,Nestlé Baby Cereals Flakes & Honig,,250.0,g,430.0,,,110.0,,380.0,60.0,8.0,,1.0,,,0.3,6.9,2.3,30.0,3.3,,,,,,35.0,26.0,,2.5,,,,,380.0,,,,
11394,52.0,2130.0,509.0,32.0,2.6,3.9,1.5,3.1,3.1,5053990101870,Pringels Sour Cream & Onion,,190.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11395,18.5,672.0,161.0,8.5,0.7,2.2,0.11,5.1,13.0,7610026426437,Nestlé Frisco extreme,,870.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396,31.0,2380.0,573.0,43.0,,9.0,,,,7610029130799,,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11397,,,,,,,,,,7617014141389,Migros Bio Zimt gemahlen ,,27.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11398,82.0,1400.0,335.0,0.0,,0.5,,,,7610184007103,nectaflor Honig Akazienblüte,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399,21.0,385.0,91.0,0.4,0.3,0.1,0.0,0.3,16.0,5204739611574,"Nestlé Pirulo Watermelon - Wassermelonen (73,9%) und Apfel (25,4%) Wassereis mit Kakao",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,0.8,1200.0,290.0,24.0,,19.0,2.7,14.0,0.8,7610900046751,Gerber Fromage Fondu à tartiner assortis,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,61.5,2134.0,510.0,26.1,1.7,6.4,0.22,15.8,30.5,4104420054400,Alnatura Bio Joghurt Reis Waffeln Erdbeer Glutenfreii,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,9.0,160.0,38.0,0.0,0.0,0.5,,0.0,8.0,7610809103593,Coop Naturaplan bio Karottensaft,,500.0,ml,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,
11403,30.5,1017.0,243.0,10.3,,3.4,9.1,1.5,27.2,5021047106031,AUTHENTIC THAI CUISINE THAI KITCHEN Massaman Curry Paste,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,35.0,872.0,207.0,6.0,0.5,3.0,0.3,5.0,24.0,7616700196115,MIGROS : Royaltorte,['Switzerland'],280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11405,43.0,2564.0,617.0,47.0,,4.6,0.15,35.0,43.0,7610400030045,Lindt LINDOR MILCH,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406,66.7,1612.0,382.0,5.0,9.0,13.0,,1.0,25.4,7613032230838,Nestle Baby Cereals Vollkorncerealien,,,g,,,,40.0,,290.0,62.0,12.0,,0.9,,6.5,0.3,10.0,4.9,,2.8,,,,,,65.0,,,,,,,55.0,,,,,
11407,49.4,1806.0,430.0,19.2,11.8,9.6,,10.0,8.2,9555022300023,Mamee Oriental Noodles curry flavour,,85.0,g,,,,1245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408,3.0,620.0,148.0,9.0,0.0,14.0,1.6,3.5,1.5,7613331946270,coop Qualité & Prix BRATWURST,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409,16.0,289.0,68.0,0.5,0.8,0.5,0.0,0.0,15.0,7613269165439,Migros Bio Baby Ananas Scheiben,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410,9.0,330.0,79.0,1.0,7.0,5.0,0.8,0.0,2.5,7610800017080,Coop Weisse Bohnen an Tomatensauce,,,g,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11411,4.0,1830.0,444.0,46.0,0.5,3.5,0.1,28.0,4.0,76166969,M Classic Mascarpone,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11412,42.0,2680.0,641.0,50.0,2.0,6.0,0.2,35.0,40.0,7613356126220,CHOCO LATIER SUISSE ROND OR AU LAIT,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11413,23.0,1270.0,301.0,3.0,21.0,35.0,0.1,0.5,1.5,7610200026446,Steinpilze getrocknet,,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11414,61.0,2150.0,513.0,25.0,3.0,8.0,0.22,9.0,28.0,7610032066054,HUG Nuss-Härzli,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11415,4.4,112.0,27.0,0.1,4.4,1.2,0.43,0.1,,20198084,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11416,60.0,2031.0,485.0,23.0,,8.0,0.1,,56.0,20489076,,,,g,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11417,5.1,487.0,118.0,10.1,0.3,1.4,1.4,4.5,1.1,7613034146915,Thomy Pfeffer,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11418,,,,,,,,,,54261761,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11419,98.0,1670.0,392.0,0.0,0.0,0.0,,0.0,69.0,7613269296034,Prima Kaminfeger,,250.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11420,19.0,410.0,98.0,0.5,2.5,3.0,0.7,0.0,6.0,7610849273270,Coop Naturaplan Bio sweet corn,,,g,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11421,14.0,380.0,91.0,2.5,0.5,3.0,0.15,1.5,13.0,7612464732002,Yoplait Panier de Yoplait,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422,,,,,,,,,,7610200329417,MIGROS BIO  Instant Kaffe,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11423,42.0,2200.0,532.0,41.0,3.5,9.0,0.2,17.0,9.0,7616500912496,Frey Noxana,,,g,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,
11424,15.0,420.0,99.0,3.0,,3.0,0.1,1.8,15.0,22016386,M Classic Joghurt mit Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11425,73.0,750.0,179.0,0.0,0.7,0.2,0.01,0.0,0.0,7613269195542,M-Budget Chewing gum peppermint,,72.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11426,2.5,120.0,29.0,0.5,2.5,2.5,,,2.5,7610807015096,coop naturaplan Schweizer Blumenkohl,,500.0,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11427,63.4,1773.0,421.0,12.8,3.2,11.4,0.9,11.7,42.3,5011546497358,Nescafe Ĺatte Macchiato,,144.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11428,,,,,,,,,,7610357001372,mini Panettone Classico ,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11429,10.7,182.0,43.0,,,,,,10.5,54490840,Mezzo mix,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,79.0,1450.0,347.0,0.0,0.5,6.0,0.0,0.0,0.0,7610807000641,"coop Qualité & Prix Riso Camolino IDEAL FÜR MILCHREIS, DESSERT, SUPPENEINLAGEN",,1000.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11431,51.0,2310.0,555.0,35.0,2.0,8.0,0.25,20.0,49.0,76165283,Frey Milch extra,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11432,61.0,1751.0,416.0,12.0,6.0,13.0,2.1,1.0,4.6,7610058209466,Roland Orvita Tomate-Basilikum,,165.0,g,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11433,43.8,1099.0,260.0,4.8,,9.3,,,,20324919,Hirtenbrot,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11434,24.0,970.0,232.0,14.0,,2.5,,,,7613331586773,Coop Fine Food Panna Cotta mit Mango-Coulis,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11435,82.0,1504.0,354.0,0.6,,5.5,0.03,0.1,54.0,4000379031236,coop Nikolauskopf aus braunem Lebkuchen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11436,43.0,2564.0,617.0,47.0,,4.6,0.15,35.0,43.0,7610400083508,Lindt Lindor Unendlich Zartschmelzend Milch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11437,22.0,770.0,184.0,8.0,2.0,5.0,1.0,1.0,0.5,7610849630073,Coop Naturaplan Backofen-Kroketten,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11438,0.0,1640.0,392.0,32.0,,27.0,,,,2111232005454,Coop Qualité & Prix Le Gruyère Surchoix,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11439,23.0,840.0,201.0,10.0,0.0,4.5,0.05,7.0,17.0,7610848478669,Coop Qualite & Prix Crème Brûlée,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11440,,,,,,,,,,20179311,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11441,,,,,,,,,,20122386,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11442,72.3,1887.0,448.0,13.6,,7.9,0.08,1.3,66.4,20489090,Italiamo paisione italian Italian Nougat with Almond Pieces,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11443,87.2,1482.0,0.0,,,0.0,0.0,,,20177492,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11444,54.2,1399.0,,8.0,,9.3,1.3,0.9,1.3,20063412,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11445,2.4,475.0,115.0,10.0,,1.9,1.72,1.2,0.6,20488833,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11446,17.0,795.0,189.0,8.0,0.7,12.0,1.8,2.5,2.5,7610200086464,Curry Bols Poulet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11447,0.0,500.0,120.0,12.0,4.0,1.5,5.0,2.0,0.0,7613331621337,Coop Qualité & Prix Hojiblanca Spanischen Oliven,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11448,,,,,,,,,,20632076,Landbrot,,380.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449,70.0,2070.0,493.0,19.0,5.0,8.0,2.4,1.5,7.0,7610095184009,Zweifel Graneo Multigrain Snacks Mild Chili,,,g,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
11450,35.0,1543.0,370.0,23.0,1.5,5.0,0.25,13.0,28.0,7616700242393,"Kakaobiscuit mit Rahm, kandierten Kirschen und Kirsch ",,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451,25.0,831.0,198.0,8.0,1.0,6.0,1.3,2.0,3.5,7613269184560,M-Budget Käse-plätzli,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452,56.0,2170.0,519.0,29.0,7.0,5.0,0.01,17.0,53.0,7616500270978,Patissier Schokolade-Späne,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453,,,,,,,,,,8014737767503,Da Sangallo Vino Nobile Di Montepulciano DOCG 2011,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11454,51.0,2347.0,563.0,36.0,,7.4,0.15,17.0,45.0,7610400084215,Lindt Grand Plaisir Double De Noisettes Lait,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455,,,,,,,,,,7640120096397,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456,18.0,470.0,111.0,2.5,0.0,3.5,0.08,1.5,17.0,7613269462897,Honig Joghurt,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11457,41.1,2154.0,517.0,32.0,,,,,8.0,20215743,,,,g,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11458,42.0,1222.0,291.0,12.0,0.6,3.5,0.5,8.0,23.0,7616700132427,Migros Blätterteiggebäck mit Crème,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11459,30.0,850.0,200.0,4.0,,8.0,,,,7610695002543,Roberto Tortellini mit Steinpilzen,,,g,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11460,,,,,,,,,,3222270171809,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11461,77.0,1800.0,431.0,2.0,1.5,0.0,0.0,0.0,64.0,7610846986210,Coop Samichlaus Zuckerfondant,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11462,19.0,530.0,127.0,4.0,0.5,3.5,0.1,2.5,17.0,7610849965502,Coop Qualité & Prix Crème Chocolat,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11463,12.4,235.0,56.0,0.1,1.7,0.4,0.5,0.0,10.9,4062300222328,Hipp Frucht-Pause Apfel-Banane,,,g,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11464,0.5,420.0,100.0,1.5,0.0,21.0,1.8,0.5,0.5,7613331946225,Coop Qualité & Prix BLANC DE DINDE,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11465,1.5,670.0,158.0,1.0,,38.0,,0.5,1.5,7640138210099,Michel EBENER  - Walliser TRockenfleisch GGA,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11466,49.1,1112.0,263.0,3.3,,7.7,1.25,1.4,2.5,20111427,,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,59.0,1755.0,419.0,15.0,,3.0,0.04,9.0,57.0,7610400084765,Lindt Vieille Prune Stengeli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11468,9.0,250.0,59.0,1.2,,3.0,0.15,0.7,9.0,7610900064588,Emmi Caffè Latte Espresso,,920.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11469,20.8,672.0,160.0,7.2,0.1,3.0,0.13,4.3,16.4,7613196007062,Nestlé La Laitière Crème Dessert Caramel,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11470,,,,,,,,,,0085000016381,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11471,18.0,946.0,226.0,11.0,3.5,12.0,0.58,4.5,3.0,7613269683605,Frischkäse Sandwich,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11472,72.0,1504.0,355.0,1.5,,12.0,0.01,0.5,2.5,8001200035931,Agnesi I Tagliolini,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11473,9.6,1496.0,362.0,34.0,4.2,3.3,3.9,5.0,7.1,8003170033283,CREAZIONI d'ITALIA PESTO ROSSO con olio extravergine di oliva,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11474,67.0,1260.0,297.0,0.5,8.0,2.0,,0.0,62.0,7617014114475,MIGROS SUN QUEEN MEDJOOL Dattels,,227.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11475,52.0,2170.0,521.0,31.0,5.0,6.0,1.5,2.5,5.0,7610095070005,Zweifel Wave Chips Inferno,,120.0,g,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
11476,60.0,2030.0,486.0,24.0,3.0,6.0,2.8,2.5,2.0,7610200237576,Jumpy's Paprika Kartoffel-Snack mit Paprika-Geschmack,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11477,4.2,1396.0,339.0,33.4,5.2,2.8,0.95,3.2,3.6,8001310120305,Polli Bruschetta pomodori secchi,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11478,1.0,1480.0,357.0,29.0,,23.0,1.6,19.5,1.0,3073781053746,Leerdammer Schwarzer Pfeffer Chili,,,g,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11479,96.0,1630.0,390.0,0.0,,0.0,,,,76107856,Ricola Kräutertee,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11480,75.5,1285.0,300.0,0.3,,0.0,0.0,0.1,66.0,3014680036676,HOLLYWOOD Chewing Gum CHLOROPHYLLE,,93.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481,12.0,380.0,91.0,3.0,0.5,3.5,0.08,2.0,11.0,7613356654426,Naturaplan Bio Yogourts Carote & Mango,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11482,688.0,1784.0,423.0,106.0,,115.0,250.0,,22.0,20669409,,,,g,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11483,55.0,2221.0,532.0,31.0,2.5,7.0,0.17,20.0,45.0,5400265023250,Hamlet Milk Chocolate Chips 7 Pieces,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11484,17.0,465.0,111.0,3.5,1.5,2.0,0.9,0.5,0.5,7616800460307,Original Rösti Bratfertige Kartoffeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
