,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
11485,6.0,190.0,45.0,1.5,1.5,1.0,1.1,0.0,4.5,7613331631992,Coop Naturaplan Sugo all Arrabbiata ,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,,,,,,,,,,20287849,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,78.0,1445.0,341.0,1.2,0.0,0.7,0.03,0.0,70.5,20150907,,,,g,,,0.0,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488,,,,,,,,,,20103217,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489,6.0,200.0,48.0,1.5,1.5,2.0,1.1,0.5,1.0,7610849277698,Coop Bündner Gerstensuppe,,,g,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11490,48.0,1088.0,256.0,0.5,,5.0,0.03,0.1,43.0,4008258359013,"Seeberger Dried apricots, pitted, sulphited",,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11491,72.0,1521.0,359.0,1.5,,13.0,0.01,0.5,2.5,8001200028148,Agnesi Gli Spaghettoni N.4 Durum wheat semolina pasta,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11492,34.6,1577.0,378.0,16.4,,13.8,1.55,2.1,30.4,20462338,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,0.5,1689.0,407.0,33.0,,27.0,4.5,12.2,0.5,20146542,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11494,45.9,1286.0,306.0,9.6,,7.9,2.25,3.7,1.1,20072483,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11495,7.0,1553.0,367.0,3.2,,13.0,0.05,1.2,2.5,20036409,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,2.5,1050.0,251.0,18.0,0.0,15.0,1.3,11.0,0.5,7610800104414,Coop Fondue mit Vacherin fribourgeois,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11497,47.0,1120.0,268.0,4.0,,10.0,,,,7610849690268,Coop Couronne Croustillante Foncée,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11498,4.0,670.0,160.0,15.0,,3.0,,,,7610827462887,Coop Naturaplan Kaffeerahm,,240.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,,,,,,,,,,3035540008343,Passoã Cocktails Passion Fruit Caipirinha,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,,,,,,,,,,7610807227291,La Côte : Bel-Horizon,['Switzerland'],1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,85.0,1460.0,349.0,0.0,0.0,0.0,0.03,,85.0,7610809034934,Coop Qualité & Prix Sirup Hello Famille Favourites,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,71.0,1468.0,346.0,1.0,2.5,12.0,0.03,0.5,0.5,7617027015172,Terrasuisse Zopfmehl,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,0.6,2987.0,714.0,80.0,,0.5,0.32,19.0,0.6,8712100873423,"Becel Gold mit feinem Buttergeschmack Mit Sonnenblumen-, Raps- und Leinöl Margarine 80%",,250.0,g,,9.4,40.0,,,800.0,,,,,,,,7.5,23.0,,,,,,,,,,,,,,,,,,,,
11504,7.0,293.0,,2.0,4.0,4.0,0.9,1.0,4.5,7616800906508,Subito à la carte Erbsen und Karotten,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,94.0,1634.0,384.0,0.0,,0.0,0.01,0.0,58.0,3116740021957,Latti Arlequin Acidulated Sweets,,175.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11506,82.0,1396.0,392.0,0.5,0.5,0.5,0.03,0.1,76.0,7614200112581,Hero Honig Miele Creamy,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507,22.0,2470.0,596.0,46.0,9.0,19.0,0.21,3.5,13.0,7613312132005,MIGROS SéLECTION Crème brûlée,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11508,11.0,1160.0,278.0,20.0,1.0,13.0,1.3,2.5,4.5,7613269351887,Tofu-Sticks,,,g,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11509,0.0,3400.0,813.0,92.0,,0.0,0.0,13.0,0.0,7610846891736,Coop Prix Garantie Olivenöl,,1000.0,ml,,,7.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,60.2,1874.0,447.0,17.6,4.5,9.6,0.13,4.3,26.1,4104420052628,ALTANATURA Dinkel Biscotti mit Mandeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,12.7,254.0,60.0,0.4,,0.7,0.05,0.04,9.1,4062300343726,HiPP FRUCHT & GETREIDE Hafer Apfel,,190.0,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11512,59.0,1123.0,265.0,2.0,2.5,1.5,0.11,1.0,37.0,7610382664016,Migros Patissier Topping Dessertsauce Schokolade,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11513,15.3,291.0,69.0,1.0,0.9,1.4,0.08,1.0,10.3,7613032190170,Nestlé Yogo & Fruit Pfirsich Aprikose,,,g,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11514,1.5,2380.0,579.0,63.0,0.5,1.5,1.3,7.0,0.5,7613312022238,Sauce à la mayonnaise,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11515,,,,,,,,,,7610700614679,Ricola Holunderblüten,,50.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11516,60.5,2235.0,535.0,29.5,2.2,5.6,0.15,18.0,59.5,7622210418838,Toblerone Swiss Milk Chocolate,,368.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11517,,,,,,,,,,7610114008521,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11518,1.0,1750.0,423.0,39.0,0.5,17.0,2.4,15.0,1.0,7613269544210,Migros Grill Mi Freiburger Bauernwurst Grill-Cipo,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11519,48.0,1100.0,260.0,1.5,3.0,12.0,1.7,0.5,2.5,7616700120578,MIGROS Pane Passione,,420.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,12.0,472.0,113.0,6.1,1.7,1.7,1.3,2.7,9.7,4104420183889,Alnatura Thai Kokos Curry Curry thaï coco,,325.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11521,46.0,2271.0,544.0,33.0,16.0,15.0,0.05,2.3,38.0,0725711212114,EL Lobo Turrón De Alicante Almond & Honey Brittle Bar,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11522,7.0,121.0,28.0,0.5,0.5,0.5,,0.5,7.0,7613312001608,Ice Tea Mango & Ananas,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523,8.9,582.0,139.0,7.5,2.1,8.0,0.78,2.2,3.1,3302741843104,Fleury Michon Couscous à la Marocaine et ses petits légumes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11524,1.0,1040.0,249.0,22.0,1.0,12.0,2.0,9.0,1.0,7610827658204,coop Qualité & Prix Kalbs - Cipollata,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11525,69.0,1652.0,392.0,9.7,3.1,5.6,0.25,1.0,23.0,4104420135406,ALNATURA Nüsli ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11526,44.0,1873.0,447.0,19.0,6.0,22.0,0.53,2.0,29.0,7613312093320,Farmer Plus Cranberry - Protein,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11527,44.6,2456.0,541.0,40.8,6.1,8.2,0.0,11.4,39.3,4260334140049,Vego Hazelnut Chocolate Bar,,65.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11528,3.8,459.0,110.0,6.5,2.9,6.2,,1.4,1.8,7610100039065,THOMY Senf mi-forte,,1000.0,g,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11529,,,,,,,,,,20190460,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11530,4.0,1550.0,346.0,40.0,,0.5,3.3,5.0,3.5,7610405067978,Gautschi swiss Italian Dressing Salatsauce,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11531,14.0,440.0,105.0,3.5,0.0,4.0,0.08,2.0,14.0,7610800977445,Coop naturaplan Jogurt Mokka,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11532,28.0,100.0,226.0,8.0,1.0,10.0,1.5,4.5,5.0,7613269490685,La Pizza al prosciutto cotto e mascarpone,,510.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11533,42.0,1010.0,242.0,2.5,4.5,10.0,1.5,0.5,4.5,7610848345916,Coop naturaplan Bio Älplerbrot,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11534,8.6,528.0,127.0,9.3,1.3,1.6,1.4,0.9,5.3,4104420028685,Alnatura Indisches Curry,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11535,,,,,,,,,,20173302,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11536,66.0,2095.0,500.0,22.0,5.0,7.0,1.2,1.5,2.5,7613312013533,Bischofszell Royal Chips Tomaten & Basilikum - Kartoffelchips mit Tomaten- und Basilikumwürzung,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,57.0,1984.0,467.0,23.0,,4.5,0.12,14.0,57.0,7610400010276,Lindt Sélection Alcool Williams Liquide,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11538,6.9,422.0,101.0,6.3,,3.4,1.4,2.0,6.2,20431457,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,64.0,1420.0,336.0,5.0,1.5,8.0,0.5,1.5,34.0,7616700001563,Biscuit Nature Tortenboden,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540,14.0,462.0,110.0,4.0,2.0,3.5,0.74,0.5,1.5,7613312064832,Bulgur & Quinoa mit Gemüse,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541,28.0,490.0,116.0,0.5,0.5,0.5,0.1,0.5,26.0,7617400047806,Sorbet Passionsfrucht & Ananas,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11542,87.0,1813.0,429.0,8.0,1.5,1.5,0.19,5.0,0.5,7613269295884,BONBONS LARRY'S CARAMEL-CHOCOLAT,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11543,65.0,1512.0,357.0,3.0,3.0,16.0,0.7,0.8,2.0,7613312009918,Terrasuise Tradition Tagliatelle Tricolore,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11544,29.0,870.0,208.0,8.0,3.0,3.5,0.1,1.0,0.5,7610078219933,McCain Sprinter,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11545,70.0,2182.0,521.0,25.0,2.0,3.0,3.2,2.0,10.0,7613269353690,Chop Stick Kroepoek Sweet xhili,,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11546,6.0,2716.0,657.0,59.0,9.2,21.0,0.06,9.1,0.6,4104420177673,Alnatura Tahin Sesammus Purée de sésame,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11547,58.1,1929.0,461.0,19.7,9.5,8.0,0.68,3.5,20.6,8076809542159,Gran Cereale Frutta ricco di fibra e fosforo ,,500.0,g,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,225.0,74.0,,,,,,
11548,54.0,2212.0,530.0,30.0,,8.0,0.03,18.5,52.0,20872014,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11549,53.0,2224.0,531.0,32.0,,5.6,0.7,13.4,29.3,20568702,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11550,5.5,135.0,32.0,0.4,0.0,0.8,1.18,0.1,5.0,20469320,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11551,34.0,977.0,232.0,4.0,8.0,11.0,1.5,0.5,2.5,7616700187397,Oliver's Toast 100% Vollkorn Terrasuisse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,,,,,,,,,,786162003799,Glacéaux Vitaminwater squeezed lemonade ,,591.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11553,25.0,670.0,160.0,5.0,0.5,3.5,0.2,5.0,23.0,7617400040173,Vanille-Erdbeer,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,57.0,1685.0,402.0,17.0,,4.2,0.35,8.0,39.0,4003587052611,Dahli Edelmarzipanstollen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11555,0.0,350.0,84.0,2.0,0.0,16.0,0.03,1.0,,7610827712531,Coop naturaplan bio Pangasiusfilets,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11556,23.0,427.0,102.0,0.0,,2.1,9.9,,23.0,5060194790090,Saitaku Teriyaki Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11557,6.0,644.0,156.0,14.0,0.9,1.0,1.2,3.5,3.0,7613269255376,Bon Chef Currysauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558,52.0,1340.0,321.0,7.0,3.0,10.0,1.3,4.0,0.0,7613331023711,Coop Frischback Happy Brunch,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11559,47.9,913.0,214.0,0.0,,1.02,0.0,,47.9,8007178413429,Fattorie Giacobazzi Aceto Balsamico Di Modena IGP Invecchiato,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11560,71.0,710.0,170.0,,,28.0,,,,7611654242253,Coop Qualité & Prix Weisser Thun,,80.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11561,0.0,1265.0,305.0,25.0,,20.0,1.0,4.5,0.0,8410032004976,Ganze Sardellen in olivenöl,,84.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11562,6.0,170.0,41.0,0.5,2.5,1.5,0.0,,4.0,7613331512567,Betty Bossi Let's cook! ASIAN Wok Shanghai,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11563,79.0,1642.0,388.0,3.0,,,0.1,8.0,75.0,7630017624475,Coop Sano Quick Kakaogetränk ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11564,81.0,1335.0,319.0,0.0,5.12,1.41,,0.0,62.15,3700745000118,Collection Super aliments preiselbeeren cranberries Antioxidant Ohne Zuckerzusatz,,250.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
11565,16.0,460.0,110.0,3.5,1.0,3.0,1.2,0.5,3.0,7613356140318,Coop Prix Garantie Penne mit Tomatensauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11566,10.0,699.0,168.0,9.5,,9.0,1.3,3.8,2.0,8004030865037,Rio Mare Insalatissime Chicken Salad ,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11567,,,,,,,,,,3257983875935,Cora eau aromatisée saveur Citron Citron Vert,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11568,45.5,2369.0,570.0,38.3,7.3,7.1,0.02,14.1,41.8,7613035673748,Cailler : Femina Noir,['Switzerland'],250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11569,9.3,494.0,118.0,7.0,0.0,4.5,0.15,4.2,9.1,7613196005150,Nestlé JOGHURT NACH GRIECHISCHER ART NATURE gesüsst,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11570,,3700.0,,100.0,,,,,,7610849915293,Coop Naturaplan Kokosöl BIO,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11571,58.0,1011.0,238.0,0.1,1.6,0.5,0.0,0.0,58.0,3608580791539,Bonne Maman aprikosen und Himbeeren,,370.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11572,0.0,3389.0,824.0,91.6,0.0,0.0,0.0,14.0,0.0,8001250420046,De Cecco Olio Extravergine Di Oliva Regione Sicilia Val Di Mazara DOP,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11573,10.2,2496.0,606.0,61.9,,1.1,0.87,6.2,8.0,7613034706638,Thomy Sauce Curry,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11574,2.9,694.0,168.0,15.0,,4.9,0.8,3.3,1.1,20496524,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11575,67.4,1860.0,441.0,12.6,1.0,14.1,0.3,6.0,36.8,7611471003532,Milupa Griessbrei,,,g,535.0,,,120.0,,360.0,54.0,4.9,,0.7,,,,7.0,2.8,12.0,1.8,,,,,,,,,,,,,,,,,,
11576,12.0,300.0,72.0,1.5,0.0,2.5,0.08,1.0,12.0,7610848711971,COOP Qualité & Prix Bifidus,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11577,11.4,245.0,59.0,0.3,,2.8,0.18,0.2,10.5,7617027663076,Migros KIRSCHEN BUTTERMILCH,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11578,8.8,608.0,147.0,9.7,,3.1,3.23,1.2,5.9,20488819,,,140.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11579,20.0,867.0,207.0,10.0,0.5,9.0,1.4,0.8,0.8,7613269302537,Chicken Nuggets Poulet im Teig,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11580,11.0,370.0,87.0,2.0,3.5,4.5,0.9,0.5,0.5,7616800800189,M Classic Linsen bereit,,440.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11581,59.0,1755.0,419.0,15.0,,3.0,0.04,9.0,57.0,7610400085007,Lindt Batons Marc De Champagne La Fête,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11582,,,,,,,,,,0085000016374,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11583,9.3,164.0,39.0,,,,,,9.3,4260310553818,THOMAS HENRY,,200.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11584,,,,,,,,,,8015822010535,Villa Cavarena Chardonnay by Allegrini,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11585,8.0,172.0,41.0,0.2,,1.2,1.6,,4.0,20122393,,,,g,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11586,7.0,1486.0,360.0,32.0,8.0,7.0,2.5,3.5,0.5,7613269511168,Anna's Best Vegi Hummus Basil,,175.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11587,8.0,1626.0,394.0,36.0,7.0,6.0,2.8,4.0,0.5,7613269511212,Anna's Best Vegi Hummus Nature,,175.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11588,,,,,,,,,,0070177162054,Twinings Of London Pfefferminz & Süssholz,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11589,3.2,1426.0,346.0,36.1,0.5,1.1,3.6,3.7,1.3,7613035195035,THOMY SPÉCIALITÉ Kartoffel-Salatsauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11590,1.5,910.0,220.0,18.0,0.5,13.0,2.0,6.0,1.0,7617027959308,M Budget Geflugelbratwurst,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11591,46.0,1500.0,358.0,16.0,3.0,6.0,0.18,8.0,25.0,7617400048179,Creme d'or Classic mini 6 vanille & 6 chocolat,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11592,,,,,,,,,,7613331048653,Perline Lentilles vertes,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11593,15.0,1331.0,320.0,24.0,,8.7,0.58,13.0,13.0,5760466872102,CASTELLO Ananas,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11594,4.0,960.0,233.0,2.5,57.0,20.0,0.1,0.6,0.8,7613312016732,Morchel-Hute getrocknet,,40.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11595,64.0,690.0,167.0,0.0,3.5,0.1,0.06,,0.1,7616500653931,Candida (Eucamenthol flavoured),,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11596,1.5,210.0,218.0,16.0,0.0,17.0,1.5,5.0,0.0,7610807159059,Coop Qualité & Prix Poulet Flügel Gewürzt,,1000.0,g,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11597,56.0,2233.0,535.0,31.0,4.0,6.0,0.23,24.0,42.0,7617027711333,M Budget Puffreis mit Milchschokoladenüberzug,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,1.7,1720.0,417.0,45.0,,0.7,1.7,5.0,1.4,17832274,Mövenpick Salad Dressing,,450.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,67.0,1260.0,297.0,0.5,8.0,2.0,0.1,0.5,62.0,7610200040732,Migros Classic Datteln,,227.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,47.0,2430.0,584.0,40.0,3.5,7.0,0.13,21.0,45.0,7616500025042,Frey Giandor Milchschokolade mit Mandelcremefüllung,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,67.0,1941.0,462.0,18.6,,6.3,0.28,10.5,43.8,20453251,,,340.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11602,22.8,430.0,101.0,0.1,0.0,1.0,2.14,0.1,20.5,20542825,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11603,41.6,777.0,183.0,0.2,0.0,1.6,2.05,0.1,32.4,20463236,,,,ml,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11604,95.0,1620.0,388.0,0.0,1.0,0.0,,0.0,95.0,7610848065050,Coop Ice Tea peach ,,800.0,g,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11605,3.0,750.0,181.0,16.0,0.5,6.0,0.9,4.5,0.5,7616800906294,M-Budget Pastetenfüllung ,,810.0,g,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11606,0.0,1250.0,299.0,19.0,0.0,32.0,1.3,12.0,0.0,7613356282353,coop KÄSESTICKS,,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11607,0.0,1660.0,395.0,27.0,19.0,1.0,0.28,2.0,31.0,2108183010804,Coop Naturaplan,,392.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11608,2.5,1365.0,,350.0,,1.0,,,0.5,20422103,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11609,50.9,1315.0,312.0,7.3,,,,0.9,,20589943,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11610,6.5,199.0,47.0,1.4,,1.4,0.55,0.2,2.0,20810573,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11611,62.0,1746.0,416.0,16.0,,5.1,0.28,7.5,33.0,20223823,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11612,6.8,401.0,96.0,6.3,,2.8,1.7,,5.8,20431488,,,,g,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11613,52.0,2380.0,570.0,37.0,2.5,6.0,0.13,23.0,51.0,7616500020412,Frey Les Adorables Frelitta Milchschokolade mit Haselnuss Füllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11614,3.7,89.0,21.0,0.5,0.5,0.5,1.5,0.3,0.9,8712566264018,Knorr Sauce Töpfli Bratensauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11615,69.0,2010.0,480.0,20.0,2.5,5.0,0.9,9.8,38.0,8410000810004,Oreo Original,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11616,4.5,1282.0,311.0,30.0,7.5,2.1,7.25,3.9,1.0,3076820007236,CRESPO Black Olives Greek Style,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11617,62.2,2079.0,497.0,24.0,2.7,6.7,0.19,14.2,29.0,8717202300358,VitaRice : Rice Cake,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11618,9.0,1120.0,268.0,26.0,0.5,0.0,2.3,3.0,6.0,7610848685517,Coop Italian Dressing,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11619,17.0,2374.0,573.0,45.0,10.0,20.0,0.0,6.0,8.0,7613269354055,"Patissier Pistazien grün, gehackt",,25.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11620,28.0,257.0,1080.0,13.0,,7.0,1.3,,,7611596005121,Vollkorn Baguette Gemüsemix,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621,0.0,1590.0,380.0,30.0,0.0,28.0,1.5,18.0,0.0,7610807017144,Coop Qualité & Prix Fondue moitié-moitié,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11622,1.0,1050.0,251.0,20.0,0.0,17.0,1.9,11.0,1.0,7613356155251,Coop Hamburger smokey,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
