,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,id,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
12698,56.0,1653.0,393.0,,3.0,7.0,0.05,5.0,32.0,9926,BÄRENTATZE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12699,,,,,,,,,,9088,SOMERSBY APPLE ORIGINAL,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12700,11.0,391.0,93.0,2.6,2.2,4.6,1.5,0.8,2.5,5625,Hero Raviolis bolognaises,,430.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,6.5,228.0,54.0,0.1,1.1,5.1,0.15,0.0,0.6,6293,Nestlé Hirz Pfirsich-Maracuja,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12702,0.0,1640.0,392.0,,,27.0,,,,21300,Coop Le Gruyère Switzerland ,,340.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12703,,,,,,,,,,21310,Aperto Mineral Water Naturelle ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12704,56.0,2025.0,485.0,24.0,,5.0,,,,17960,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705,,,,,,,,,,1549,Galbani Crema Bel Paese,,168.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12706,50.0,1557.0,371.0,15.0,2.0,8.0,0.65,3.0,17.0,9813,Russenzöpfli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707,16.0,450.0,108.0,3.0,0.5,3.5,,1.5,15.0,6483,coop Jogurt Birchermüesli,,180.0,g,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12708,52.0,2420.0,580.0,38.0,,6.0,0.15,23.0,43.0,12766,Dessert à base de chocolat noir et chocolat au lait,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,6.5,2998.0,716.0,76.0,,1.7,,,,13188,Delicia Marinade Pfeffer Marinade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12710,3.3,121.0,28.0,0.1,,2.8,0.11,0.1,3.3,6642,Danone Actimel Classic,,,g,120.0,,,,,,,,,,,,0.21,0.75,,,,,,,,,,,,,,,,,,,,,
12711,51.0,2310.0,555.0,35.0,2.0,8.0,0.25,20.0,49.0,12775,Frey,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12712,97.0,1677.0,395.0,0.5,0.5,0.5,0.0,0.5,0.5,12835,"M Budget HARTBONBONS mit Pfefferminzaroma, zuckerfrei",,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12713,62.6,1789.0,427.0,15.3,,1.9,,,,17958,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12714,75.0,1570.0,376.0,5.0,3.0,7.0,0.06,0.5,43.0,19643,Coop Qualité & Prix Basler leckerli,,1500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12715,69.5,1888.0,449.0,15.0,4.9,5.6,0.57,3.5,36.0,17944,Crownfield Nougat Pillows,,750.0,g,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12716,50.9,2083.0,499.0,27.9,,10.0,0.75,11.3,42.5,17965,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12717,63.0,1425.0,338.0,1.7,16.0,9.6,1.25,0.3,2.4,17951,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12718,4.7,468.0,117.0,10.4,,1.3,1.6,1.7,2.3,19650,New Lifestyle French dressing,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12719,,,,,,,,,,19649,CRISTAL Suisse NATURLICHES MINERALWASSER,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12720,67.0,1852.0,440.0,14.0,9.9,,3.8,11.0,4.8,15849,Kambly Goldfish,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12721,7.5,2449.0,583.0,61.0,0.5,1.2,1.2,7.2,4.2,15930,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12722,28.1,826.0,197.0,8.3,,2.4,0.03,5.8,28.0,6968,CreamAmore  - Vanilla ice cream,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12723,18.0,1073.0,253.0,2.5,,39.7,5.1,2.0,12.8,4120,Jack Link's Beef Jerky Original,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12724,20.0,864.0,207.0,11.0,4.0,5.0,1.6,1.5,7.0,12120,J.Bank's Food Company Frühlingsrollen mit Poulet und Gemüse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12725,9.0,228.0,54.0,0.9,2.0,1.5,1.3,0.5,7.0,10641,MIGROS BIO Salsa di pomodoro mit Basilikum,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12726,43.0,1010.0,239.0,1.5,4.5,11.0,1.5,0.05,3.5,15133,Krustenbrötchen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12727,4.0,100.0,24.0,0.5,0.5,0.5,2.0,,3.5,10376,Condy Cornichons - pikant,,200.0,g,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12728,,,,,,,,,,21301,Pūre Organic apricot juice,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12729,63.6,2093.0,500.0,23.8,,6.5,0.09,,29.8,17977,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12730,43.0,2564.0,617.0,47.0,,4.6,0.15,35.0,43.0,16923,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12731,4.5,2560.0,618.0,53.0,12.0,25.0,0.0,3.5,3.5,16293,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12732,9.2,163.0,38.0,0.5,,0.5,0.01,0.1,9.2,19646,Capri-sun multi-vitamin,,330.0,g,,,,,,,12.0,,,,,,0.21,,1.8,,,,,,,,,7.5,0.38,,,,,,,,,,
12733,7.8,288.0,69.0,35.0,0.3,1.5,0.05,1.2,6.5,14967,HiPP BIO Combiotik nach dem Vorbild der Natur 1 Bio-Anfangsmilch,,600.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12734,0.0,720.0,172.0,9.0,,23.0,,,,4136,Coop Kantabrische Sardellenfilets in Olivenöl,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12735,7.0,190.0,45.0,0.5,3.0,1.5,1.5,,2.0,10361,M Classic Maiskölbchen,,,g,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12736,53.0,1308.0,310.0,5.0,3.0,9.0,1.0,1.0,2.0,5793,Old El Paso Stand 'N Stuff Soft Tortillas Flour,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12737,0.5,17.0,4.0,0.0,0.0,0.0,0.9,0.0,0.0,3336,Maggi Bouillon Rind Boeuf Fettarm,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12738,51.0,2270.0,546.0,34.0,5.0,6.0,1.2,2.5,9.0,15642,ZWEIFEL Paprika Original Chips,,175.0,g,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
12739,52.8,2126.0,509.0,28.3,2.9,9.3,2.5,2.6,0.8,13708,Alnatura Dinkel Backerbsen Suppeneinlage,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12740,45.6,2404.0,578.0,39.4,3.1,8.6,0.17,15.7,43.2,2866,Cailler Milch und ganze Haselnüsse,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12741,12.0,228.0,54.0,0.03,,0.4,,0.0,12.0,16342,,,,g,,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12742,7.0,2690.0,651.0,61.0,11.0,14.0,0.01,,4.5,16294,,,,g,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12743,10.7,1354.0,328.0,29.5,2.0,3.8,3.0,,8.5,15923,,,190.0,ml,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12744,65.0,1870.0,446.0,18.0,0.0,4.2,0.13,13.0,45.0,16337,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12745,51.0,2407.0,575.0,37.0,,8.0,0.01,20.0,47.0,16187,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12746,54.0,1780.0,425.0,19.0,3.0,8.0,0.1,4.5,32.0,9821,Amarello - Törtli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12747,36.0,1170.0,280.0,13.0,1.0,4.0,0.2,8.0,25.0,6978,Coop qualité & prix - 6 Cornets mit Rahmglace mit 9% Schokoladestücken,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12748,14.1,263.0,62.0,0.1,,0.5,0.05,,11.0,14001,Hipp Mango-Banane in Apfel,,,g,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,0.8,25.0,6.0,0.2,0.0,0.2,0.6,0.1,0.1,3305,Maggi Wellness Fleischbouillon,,,g,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12750,60.0,2001.0,478.0,23.0,3.5,6.0,0.93,12.0,36.0,10977,Big Cookies Double Choco,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12751,44.1,2357.0,566.0,38.7,3.6,8.6,0.25,19.7,34.3,11016,ALTANATURA Dinkel Knusper Taler mit Mandelsplittern,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12752,62.5,1933.0,460.0,17.8,4.7,10.3,0.25,4.6,31.0,10969,Sapori Siena Almond Cantuccini,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12753,54.0,1660.0,397.0,16.0,8.0,16.0,0.06,2.0,4.5,21564,Coop Qualité & Prix Country  Crunchy  Snack ,,153.0,g,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
12754,14.0,578.0,138.0,6.0,2.0,,,0.9,3.5,13265,Anna's Best Quinoasalat mit Tahini-dip,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12755,3.7,750.0,180.0,12.4,,8.9,,,,4084,THOMY Senf Dijon mit Weisswein,,99.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12756,,,,,,,,,,5844,Maggi Würze,,202.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12757,37.0,1275.0,304.0,15.0,1.5,4.5,0.15,7.0,24.0,14504,Creme d'or Classic pistache,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12758,55.6,1621.0,386.0,13.9,5.7,6.8,0.05,1.9,42.1,13340,ALNATURA Frucht Honig Sanddorn,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12759,,,,,,,,,,21304,pepsi,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12760,57.9,2224.0,532.0,29.8,,7.4,0.37,17.9,53.0,14367,Maltesers Teasers,,35.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12761,,,,,,,,,40.0,21306,Dr Pepper Est. 1885,,355.0,ml,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,,,,,,,,,,21307,Uncle Ben's Riz Complet Grain extra-tendre ,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763,30.0,1281.0,307.0,18.0,0.5,6.0,0.33,11.0,21.0,14747,American Favorites Cheesecake,['Switzerland'],580.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764,35.0,929.0,220.0,3.4,1.0,12.0,38.4,1.1,27.0,15960,,,270.0,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765,4.0,843.0,203.0,16.8,,9.0,,,,20638,Milbona Quark Séré Rahm,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12766,,,,,,,,,,7577,Findus Farmburger Rind,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12767,0.8,50.0,13.0,0.6,0.5,0.9,4.3,0.5,0.5,13784,M Classic Pikant Dressing Ölfreie Salatsauce,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12768,49.0,963.0,228.0,1.5,5.0,2.0,1.5,0.5,0.5,13920,Migros Baguette,,220.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12769,56.0,1350.0,320.0,7.0,2.5,7.0,0.38,3.5,23.0,9927,San Antonio Panettoncino,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12770,4.0,560.0,134.0,8.0,9.0,7.0,3.5,0.5,4.0,10450,Migros Senf grobkörnig,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12771,60.0,1730.0,413.0,16.0,2.5,6.0,0.2,5.0,35.0,9823,Linzer - Törtli,,,g,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12772,82.0,1519.0,358.0,2.0,0.5,2.5,0.05,1.0,64.0,14670,Gomez Mix Nudeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773,7.4,193.0,46.0,1.2,0.5,1.1,0.88,0.7,3.5,3290,Knorr Suprême Tomato mit Zucchetti und Parmesan,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774,65.0,1460.0,349.0,6.0,2.0,7.0,0.9,3.0,30.0,4285,Betty Bossi MY BAKERY,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12775,52.0,916.0,216.0,0.5,1.5,0.5,0.08,,50.0,11455,FAVORIT les spécialités Feigen,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12776,37.0,670.0,160.0,0.5,,1.0,,,,6911,Coop Fine Food Sorbet Mandarine,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12777,19.0,800.0,191.0,10.0,3.0,5.0,0.9,1.0,3.0,19631,Coop Betty Bossi Crispy Vegetable Burger,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12778,53.0,1440.0,344.0,12.0,1.0,5.0,0.2,6.0,17.0,19647,Coop qualité & prix Ostertaube,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12779,11.0,480.0,115.0,6.0,2.0,3.5,1.2,1.5,0.5,2973,Coop Berner Rösti,,250.0,g,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12780,21.0,450.0,110.0,1.5,,2.0,0.08,1.0,19.0,6849,Emmi Flipino Lemon,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12781,49.0,1064.0,251.0,1.0,3.0,10.0,1.8,0.5,2.5,13865,Pain Création Suisse Knusperbrot,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12782,16.0,820.0,196.0,12.0,0.5,6.0,1.2,3.0,0.5,7559,Coop Plätzli mit Käse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12783,47.0,1707.0,408.0,21.0,1.5,7.0,0.5,8.0,24.0,9923,Grosis Marmor-Cake,,360.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12784,57.0,1726.0,411.0,13.0,9.0,12.0,0.3,2.7,16.0,1683,Kellog's URLEGENDEN MÜSLI,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,113.0,,,,,,
12785,52.0,1750.0,419.0,21.0,0.7,5.0,0.4,12.0,30.0,4970,Coop Qualité & Prix Aeinmitaler Anke-Cake,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12786,,,,,,,,,,4932,Vittel Natürliches Mineralwasser,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12787,58.5,2136.0,511.0,25.4,0.0,9.7,0.09,10.4,53.5,15771,M&Ms,,220.0,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12788,60.0,1830.0,435.0,15.0,6.0,12.0,1.8,1.5,3.0,11462,Migros Blévita Mini Paprika ,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12789,47.0,1788.0,428.0,24.0,2.0,5.0,1.0,13.0,12.0,14609,Party Donuts,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12790,49.0,2350.0,562.0,38.0,,5.0,,,,15519,"Merry Christmas Pralinés aus Schweizer Schokolade, assortiert",,403.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12791,15.0,2470.0,597.0,49.0,8.0,20.0,0.9,6.0,4.5,13518,Migros Bio Nussmischung,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12792,,,,,,,,,,11621,UTZ EXQUISITO CREMA,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12793,67.0,1450.0,343.0,5.0,0.9,7.0,0.7,1.5,35.0,9853,Biscuit Classic Tortenboden,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12794,7.0,117.0,28.0,0.0,0.0,0.0,0.01,0.0,7.0,21186,ICE TEA Peach,,700.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12795,1.0,1590.0,385.0,35.0,,17.0,,,,16452,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12796,52.0,1511.0,360.0,7.8,21.0,10.0,1.3,1.3,3.1,16022,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12797,27.0,846.0,201.0,6.0,1.5,9.0,1.1,3.5,1.5,14261,Anna's Best Ravioli mozzarella e pomodoro,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12798,58.0,1017.0,240.0,0.5,0.5,0.5,0.0,0.0,58.0,11473,Migros Sélection Quitten Gelée,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12799,27.0,920.0,220.0,8.0,2.0,9.0,0.8,3.5,1.5,14270,Migros Bio Fiori ricotta e spinaci,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12800,6.0,224.0,54.0,2.5,1.5,1.0,1.2,0.5,4.5,10035,EL MUNDO GLOBAL CUISINE RATATOUILLE GRILLED STYLE PERU,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12801,0.5,80.0,18.0,0.5,3.5,,,0.5,0.5,11832,M-Budget Pilzmischung,,,g,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12802,8.0,160.0,38.0,0.5,7.0,0.6,0.01,0.0,0.7,13232,M Classic Melonemischung,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12803,54.0,2052.0,491.0,27.0,2.0,7.0,0.18,11.0,31.0,16015,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12804,54.0,1772.0,423.0,20.0,1.5,6.0,0.6,6.0,27.0,11031,M Classic Gipfel mit Schokoladencremefullung,,270.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12805,45.0,2055.0,493.0,31.0,3.0,7.0,0.6,14.0,20.0,9931,MIGROS Maxi Choco,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806,,,,,,,,,,8895,Cointreau  L'Unique,,700.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12807,9.0,153.0,36.0,0.0,0.0,0.0,0.0,0.0,9.0,13824,PERLDOR Hugo HOLUNDERBLÜTEN & MINZAROMA,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12808,51.0,2340.0,562.0,36.0,3.0,7.0,0.17,19.0,49.0,12773,Frey Noxana Feine Milchschocolade mit Hasselnusssplittern,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12809,8.0,810.0,194.0,10.0,4.0,16.0,2.0,3.0,1.0,15000,Cornatur Quorn Aufschnittplatte,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12810,67.0,1760.0,417.0,11.0,7.0,9.0,0.7,3.0,25.0,16004,,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12811,56.0,1890.0,450.0,22.0,2.0,6.0,0.5,15.0,31.0,16221,Denner Madelaines pur beurre,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12812,2.5,850.0,205.0,15.0,0.0,15.0,1.9,,2.0,16855,,,,g,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12813,49.9,1053.0,248.0,1.0,,8.7,1.25,0.5,3.1,15904,,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12814,62.0,2105.0,503.0,25.0,3.2,5.9,0.93,14.0,40.0,16241,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12815,71.0,1460.0,344.0,1.0,3.0,11.0,0.5,0.2,1.0,16311,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12816,9.0,180.0,43.0,0.5,0.2,0.7,0.05,,9.0,15996,,,,g,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12817,27.0,920.0,219.0,7.0,3.0,10.0,1.3,4.5,4.5,16418,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12818,52.8,1902.0,455.0,20.3,,3.0,0.01,13.2,48.3,16185,Mon Chéri Piemont-Kirsche,,157.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12819,74.0,1800.0,426.0,12.0,2.0,5.0,1.3,9.0,32.0,13346,Farmer Crunchy Corn Flakes,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12820,11.0,190.0,45.0,0.0,0.0,0.0,,0.0,11.0,4909,MONSTER ENERGY THE DOCTOR,,,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12821,52.0,2342.0,562.0,36.0,4.9,5.1,0.17,16.0,39.0,1275,Alnatura : Flakes & Haselnuss : Vegan,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12822,0.5,38.0,9.0,0.8,0.5,0.0,0.0,0.5,0.0,10814,actilife Nachtkerzenöl,,,g,,,0.6,,0.5,800.0,,,,,,,,,12.0,,,0.5,,,,,,,,,,,,,,,,,
12823,20.0,520.0,123.0,3.0,0.5,4.0,0.13,1.5,18.0,13620,Migros Meringues Dessert Crème Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12824,56.0,1940.0,464.0,21.0,1.0,4.5,0.1,10.0,49.0,15420,Coop Liqueur Assortiment,,360.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12825,54.7,1534.0,365.0,14.0,1.2,4.7,0.3,8.95,36.5,16047,,,300.0,g,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12826,45.1,1983.0,475.0,29.0,3.0,7.0,0.63,15.0,16.5,4337,Mulino Bianco Barilla Nastrine,,240.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12827,4.5,501.0,121.0,10.0,1.5,2.5,1.0,7.0,1.0,14284,Anna's Best Funghi Salsa,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12828,3.2,157.0,37.0,1.2,,1.6,12.5,0.2,2.8,4811,Mei Yang Sambal Oelek,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12829,19.0,471.0,112.0,2.5,0.6,3.0,0.1,1.5,15.0,13604,Griessköpfli Himbeere,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12830,0.5,43.0,11.0,1.0,0.0,0.0,0.0,0.5,0.0,10818,Actilife Omega-3 Algenöl,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12831,19.0,860.0,206.0,11.0,1.5,7.0,1.0,2.0,0.0,7620,Coop Qualité & Prix Kalmarringe im Teig,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12832,,,,,,,,,,5359,YOGI TEA BIOLOGISCH Halswärmer,,32.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12833,54.0,1598.0,380.0,11.0,12.0,11.0,0.02,6.0,13.0,21303,nu3 Power Porridge Wildbeere mit Kokosblütenzucker,,45.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12834,,,,,,,,,,8836,Louis Jadot Pommard 2013 AOC Vin de Bourgogne,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12835,35.0,2320.0,559.0,39.0,,10.0,0.0,24.0,27.0,21735,Bio Ivoria Chocolat Noir ,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12836,12.0,380.0,89.0,0.1,0.5,10.0,0.1,0.0,11.0,22306,Skyr Icelandic Style,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12837,68.0,1507.0,357.0,5.0,8.0,6.0,1.3,0.9,4.0,10571,Migros Backmischung,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12838,38.0,2300.0,560.0,43.0,3.5,4.5,7.9,13.0,11.0,3950,Knorr S'Wunder Curry Sauce,,,g,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12839,10.0,1530.0,366.0,33.0,,6.5,2.5,6.0,3.9,3976,Bertolli Pesto Verde,,185.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12840,71.0,2010.0,481.0,18.0,2.5,7.0,0.07,11.0,69.0,3822,Schoggi Schümli ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12841,12.0,323.0,77.0,1.5,,3.5,0.2,0.9,10.0,6582,Emmi Energy Milk Strawberry,,330.0,ml,120.0,,,,,,,,,0.17,0.21,,0.21,0.75,1.8,,,,,,,,,,,,,,,,,,,,
