,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,id,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin C (Ascorbic acid),Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin E (Tocopherol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Phosphorus,Magnesium,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids,Sulfate,Nitrate,Silica
12842,49.5,2018.0,483.0,28.4,,6.4,0.75,16.2,19.2,4257,Be WaffeL Lütticher Waffeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12843,16.0,1220.0,295.0,24.0,,3.0,,,,15795,Migros Premium Meerrettich-Mousse,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12844,14.7,1638.0,388.0,6.55,,67.5,,,,22553,,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12845,52.0,2295.0,550.0,34.0,,7.6,0.19,16.0,50.0,2786,Guylian Artisanal Belgian Chocolates Finest Belgian Chocolates with Hazelnut Praliné Filling,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12846,53.0,2285.0,545.0,34.0,2.0,8.0,0.3,21.0,50.0,2527,Villars Swiss milk chocolate with coffee pieces,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12847,12.0,220.0,51.0,0.0,0.0,0.5,0.05,,12.0,16339,,,,g,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12848,5.5,2119.0,514.0,52.0,2.0,5.0,3.38,5.5,4.0,15927,,,190.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12849,2.5,720.0,172.0,10.0,,18.0,1.4,2.5,0.0,7581,Bell Poulet-Meatballs,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12850,0.1,1660.0,401.0,33.0,,25.0,,,,8178,Emmi Tête de Moine AOP - Rosetten,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12851,57.2,2260.0,541.0,31.2,,6.8,0.15,18.3,29.7,17032,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12852,45.0,2390.0,574.0,39.0,,9.0,0.15,12.0,44.0,16188,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12853,19.0,480.0,114.0,1.0,2.5,6.0,1.0,0.5,19.0,16352,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12854,21.0,1077.0,257.0,12.0,,16.0,1.6,,1.8,16426,,,,g,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12855,42.0,1720.0,412.0,24.0,2.0,6.0,0.8,9.0,24.0,16277,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12856,58.0,1577.0,375.0,13.0,1.9,5.6,0.42,5.9,35.0,16956,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12857,7.1,126.0,30.0,0.1,,0.1,0.0,0.1,7.1,15982,,,,g,,,,,,,,,,0.17,,2.4,0.21,,1.8,,,,,,,,30.0,7.5,12.0,0.9,,,,,,,,,
12858,56.0,1010.0,247.0,0.5,7.0,3.5,0.03,,53.0,15864,nectaflor Premium Selection Aprikosen,,200.0,g,,,,,0.0,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,
12859,54.0,1919.0,459.0,24.0,1.2,7.0,0.8,2.6,37.0,16062,Ölz Der Meisterbäcker Frisheiwaffeln mit Staubzucker,,250.0,g,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860,4.5,300.0,72.0,4.0,0.0,4.5,0.1,2.5,4.5,19642,Coop naturaplan Bio joghurt nature,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12861,71.0,1660.0,393.0,6.0,4.0,12.0,4.4,0.4,3.0,16229,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12862,64.9,2064.0,493.0,23.6,0.0,4.4,0.41,13.7,49.1,1269,Twix (5x2),,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12863,0.5,450.0,107.0,4.5,0.5,16.0,1.0,2.5,0.5,14412,Kabeljauruckenfilet,,360.0,g,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12864,26.0,955.0,227.0,7.0,2.0,14.0,1.6,3.0,2.0,13669,Anna's BEST Tonno,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12865,48.0,2440.0,586.0,41.0,2.5,5.0,0.1,23.0,47.0,15220,FREY PRESTIGE,,37.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12866,1.0,1825.0,440.0,37.0,0.5,26.0,4.7,14.0,0.5,13173,Spécialité Suisse Grisoni,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12867,16.0,380.0,91.0,1.5,2.5,2.0,0.2,0.5,3.5,16379,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12868,,,,,,,,,,17430,,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12869,34.0,2530.0,605.0,46.0,4.0,13.0,0.08,18.0,32.0,2825,Coop Naturaplan Rochers Mandel-Himbeere BIO 2 Stück,,42.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12870,77.0,1387.0,326.0,0.0,0.5,4.5,0.2,0.0,51.0,14669,Yupi Saure Apfelringe,,,g,,,,,,,,,,,,8.0,0.7,,6.0,,,,,,,,100.0,25.0,1.25,3.0,,,,,,,,,
12871,66.0,2042.0,487.0,21.0,3.0,7.0,1.3,10.0,34.0,11111,MIGROS BIO Hafercookies,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12872,13.0,362.0,85.0,0.0,,8.3,0.08,,12.5,6434,Fage Total 0% mit Erdbeere,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12873,30.0,800.0,191.0,5.0,0.5,6.0,1.6,1.0,6.0,7545,coop Qualité & Prix MINI BURRITOS DE VERDURE TEX MEX,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12874,9.0,360.0,86.0,3.0,1.5,5.0,1.1,0.5,2.0,8271,Coop Zigeunergeschnetzeltes mit Ofenkartoffein,,400.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12875,34.0,1320.0,317.0,18.0,1.5,0.2,,13.0,22.0,14648,M-Classic Sandwich Glace Stracciatella mit Biscuits,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12876,,,,,,,,,,11716,Tea Time Fantastic Original Fruit Juice,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12877,15.0,569.0,136.0,5.7,0.6,5.8,1.1,2.5,2.4,7507,Shar Bonta d' Italia Gluten Free Lasagne,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12878,0.5,418.0,99.0,0.5,0.0,23.0,1.0,0.5,0.5,10209,M Classic Rosa Thon im Salzwasser,,155.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12879,11.0,420.0,101.0,4.0,1.5,4.5,1.1,2.0,2.0,11904,M Classic Ravioli alla bolognese mit Rindfleischfüllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12880,52.0,907.0,217.0,0.8,,0.5,0.03,0.01,47.9,3135,ST. DALFOUR Rhapsodie de fruit Schwarze Johannisbeeren Ohne Zusatz von Zucker,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12881,83.0,1125.0,270.0,6.0,0.0,3.5,0.25,4.0,0.5,12878,Smams Sugarfree Fruits,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12882,55.0,2288.0,548.0,33.0,,6.8,0.2,19.0,52.0,2378,Lindt Swiss Premium Chocolate,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12883,2.0,1787.0,431.0,36.0,,25.0,,,,7093,coop naturafarm Salametti tierfreundliche Auslaufhaltung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12884,49.4,1242.0,295.0,4.8,10.9,8.1,16.0,0.7,15.7,5572,Maggi Zart & Saftig Sauce mit Kräutern,,34.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12885,,,,,,,,,,4004,Coop Qualité & Prix Grüne Paprikaschoten,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12886,12.0,830.0,199.0,15.0,,3.0,,,,3646,Coop Naturaplan Bio Randen Aufstrich,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12887,53.0,2269.0,544.0,33.0,5.0,7.0,0.6,15.0,0.9,11185,M Classic Mini Tartelettes aus Kuchenteing,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12888,,,,,,,,,,21710,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12889,78.0,1456.0,343.0,0.5,0.0,3.5,0.18,0.5,49.0,15170,GOMZ Saure Fische,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12890,4.1,104.0,25.0,0.5,0.5,1.1,0.83,0.2,0.6,3263,Knorr Buchstaben Suppe ,,71.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12891,7.0,175.0,42.0,0.0,1.5,1.5,0.8,0.0,7.0,15869,Migros Bio Tomaten püriert,,360.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12892,30.0,2435.0,586.0,43.0,,18.0,0.03,8.5,8.3,16300,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12893,16.0,2608.0,630.0,52.0,,21.0,1.0,12.0,4.9,15949,,,450.0,g,,,33.0,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12894,5.0,793.0,191.0,15.0,0.0,9.0,1.3,0.8,3.0,13251,Anna's BEST Crevettensalat,,190.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12895,29.0,1030.0,247.0,12.0,1.5,5.0,0.1,4.5,26.0,14516,Creme D'or Les Trois Noix,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12896,3.0,751.0,181.0,16.0,0.7,6.0,0.88,4.0,0.5,11892,M Classic Pastetenfüllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12897,55.3,2302.0,552.0,33.2,1.1,7.2,0.26,19.3,55.0,2600,Cailler Milch,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12898,16.0,640.0,153.0,7.0,1.0,6.0,0.9,2.5,2.5,8283,Betty Bossi Cannelloni ricotta e spinaci,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12899,0.5,650.0,156.0,8.0,,21.0,,,,16363,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12900,1.4,144.0,34.0,2.7,0.5,1.1,1.8,1.7,0.5,3845,Knorr Klare Sauce,,81.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12901,,,,,,,,,,4739,Thai Kitchen Authentic Thai Cuisine Red Curry Kit,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12902,45.0,840.0,205.0,0.0,42.0,1.0,0.0,0.0,0.0,21305,Ricola Kräuter Perlen Zitronen Melisse Citron-Mélisse Ohne Zucker Mit Süssungsmitteln,,25.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12903,57.0,2038.0,486.0,22.0,0.5,15.0,0.5,7.7,43.0,14978,Alnatura Folgemilch,,,ml,630.0,0.0,4.6,0.2,9.7,405.0,120.0,6.5,14.0,0.65,1.4,5.1,0.52,7.7,15.0,62.0,3.1,0.0,,,,,165.0,,1.4,3.6,,405.0,55.0,125.0,,,,,
12904,57.0,2240.0,536.0,31.0,2.5,6.0,,19.0,56.0,10710,Frey Mahony Lait Feine Milchschokolade,,,g,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12905,42.0,1263.0,301.0,13.0,1.0,3.5,0.53,7.0,24.0,14436,Blätterteiggebäck mit Rahmcrème,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12906,52.8,2158.0,517.0,28.4,6.5,9.4,0.0,9.1,49.0,15248,Sperlari Torrroncini Ricoperti,,130.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12907,84.0,1611.0,380.0,1.7,2.3,6.0,1.4,0.3,6.0,16493,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12908,11.6,225.0,53.0,0.0,1.1,0.8,0.0,0.0,10.5,20641,trué fruits green smothie ,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12909,0.1,88.0,20.0,0.0,,0.02,0.0,0.0,0.1,20652,PIACELLI CITRILEMON,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12910,1.0,1590.0,383.0,29.0,0.5,30.0,4.4,11.0,1.0,13141,Heidi Bündner Wildheuersalsiz,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12911,6.0,420.0,100.0,8.0,,1.5,,,,3971,COOP SALSA SIRACUSANA,,325.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12912,39.7,2057.0,490.0,31.8,,9.2,0.03,8.1,37.4,15478,Niederegger Lubeck Marzipanerie,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12913,4.7,1016.0,246.0,24.2,0.8,1.1,1.9,2.4,1.5,4698,THOMY Wurstsalatsauce,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12914,,,,,,,,,,9059,Premium Hefeweissbier,['Germany'],500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12915,2.5,240.0,57.0,2.5,0.0,6.0,0.02,0.5,0.5,8303,coop BIO SEIDEN-TOFU,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12916,59.0,2140.0,512.0,27.0,,6.7,0.43,16.0,30.0,3748,Kambly Hausspezialitäten aus dem Emmental,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12917,4.5,3010.0,729.0,71.0,4.5,16.0,0.0,7.0,2.5,16297,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12918,1.0,470.0,111.0,3.0,,20.0,,,,16444,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12919,70.0,1828.0,434.0,12.0,3.0,10.0,2.3,4.0,6.0,16226,,,,g,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12920,49.0,2260.0,543.0,35.0,4.0,6.0,1.3,,1.5,16244,,,,g,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12921,0.6,1707.0,411.0,33.0,,28.0,4.3,11.0,0.0,16835,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12922,31.0,2300.0,550.0,44.0,14.0,7.0,0.02,27.0,26.0,16494,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12923,6.0,2680.0,650.0,59.0,10.0,19.0,0.02,,4.5,16295,,,,g,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924,51.0,2377.0,570.0,37.0,,7.4,0.2,22.0,50.0,15515,Lindt Baumschmuck,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12925,28.0,1810.0,433.0,34.0,2.0,3.5,,24.0,24.0,6935,Coop Qualité & Prix Chocolato,,70.0,ml,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12926,63.2,1864.0,444.0,15.8,7.0,8.8,0.04,4.5,20.8,14856,milupa Profutura mama Müsli für Stillende Rote Früchte,,,g,,,2.6,20.0,8.3,,90.0,10.0,,1.6,1.6,,1.6,20.0,,,4.0,,,,,,400.0,,,,,,,300.0,,,,,
12927,55.0,1790.0,428.0,21.0,5.0,4.5,0.4,4.0,26.0,2713,Coop Qualité & Prix Magdalenas,,225.0,g,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12928,28.0,970.0,232.0,8.0,1.5,11.0,1.3,3.5,2.5,6019,coop Betty Bossi Pomodori e pesto STEINOFEN,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12929,4.0,710.0,171.0,14.0,0.5,7.0,1.0,3.0,2.5,11950,Subito à la carte Pouletbrätkügeli,,160.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12930,11.0,190.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,19651,Coop Qualité & prix apfelsaft klar,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12931,65.0,1940.0,464.0,17.0,4.5,10.0,0.3,2.0,31.0,2697,Coop Fine Food Dauerbackware mit Haselnüssen,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12932,53.0,944.0,222.0,0.5,,0.8,4.0,0.0,51.5,4726,THAI KITCHEN Sweet Chilli Sauce Nam Jim Kai,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12933,16.3,467.0,111.0,3.8,0.1,2.7,0.13,2.2,10.9,14029,le Petit dessert Pfirsich Birne,,,g,123.0,,,53.0,,,,0.92,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,
12934,0.5,1254.0,303.0,27.0,,15.0,1.2,19.0,0.5,12462,Le Brebiou des Pyrénées,,180.0,g,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12935,36.0,1140.0,272.0,12.0,2.0,4.0,0.2,6.0,26.0,14492,Fun CHOCOLAT 8 x,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12936,84.0,1430.0,342.0,,,,0.03,,84.0,1386,Coop Qualite & Prix Sirup Pink-Grapefruit,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12937,18.0,510.0,121.0,3.8,0.5,3.5,0.1,2.2,18.0,12963,Migros Passion Stracciatella,,180.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12938,36.0,806.0,191.0,1.0,10.0,4.5,0.98,0.5,1.5,9830,Bio Roggenschrot - Brot,,,g,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,
12939,71.7,1521.0,359.0,2.0,3.0,12.0,0.01,0.5,3.5,5653,Barilla Collezione Fettuccine Toscane,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12940,0.5,30.0,7.0,0.0,,0.0,0.03,0.0,0.5,1419,Rivella Kalorienarm Das original in light,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12941,70.0,1480.0,350.0,1.5,4.0,12.0,0.01,0.5,1.0,16500,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12942,0.3,1410.0,340.0,25.0,,27.0,,,,16460,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12943,9.0,160.0,37.0,0.0,0.0,0.0,0.03,0.0,9.0,15984,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12944,54.0,1010.0,239.0,0.5,6.0,1.5,0.01,0.5,38.0,16304,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12945,45.0,1066.0,252.0,3.7,2.6,8.4,1.1,0.37,2.7,16059,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12946,5.1,182.0,44.0,2.1,0.8,0.8,0.93,1.0,1.8,3293,Knorr Suprême Rüebli mit orangen und croûtons Suppe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12947,21.0,830.0,199.0,10.0,0.7,6.0,0.2,5.0,18.0,13625,Tiramisù TIPICO DESSERT ITALIANO,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12948,14.0,238.0,56.0,0.5,0.5,0.5,0.01,0.1,13.0,15295,"ALNATURA, Frucht Punsch Holunder",,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12949,6.0,179.0,42.0,1.5,0.5,1.3,1.7,0.9,1.7,3939,Knorr Bratensauce,,230.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12950,52.0,1630.0,390.0,16.0,2.5,8.0,0.4,7.0,21.0,15607,Coop Panettone Nostrano,,,g,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12951,11.0,368.0,87.0,2.2,2.4,4.7,0.94,0.2,0.5,16385,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12952,51.0,2391.0,571.0,37.0,,8.0,0.01,20.0,49.0,16986,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12953,2.0,30.0,8.0,0.0,,0.0,,,2.0,15753,Appenzell Flauder Das Original,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12954,68.0,722.0,173.0,0.5,,0.4,0.03,0.4,0.1,16916,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12955,55.0,1730.0,413.0,16.0,8.0,8.0,2.0,,1.0,16255,,,,g,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12956,6.4,256.0,61.0,2.8,2.1,1.6,1.24,,5.6,16348,,,,g,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12957,20.55,427.0,100.6,0.0,,1.0,0.01,0.0,20.55,16315,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12958,11.0,200.0,47.0,0.0,,0.5,0.0,0.0,11.0,19652,Michek orange premium,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12959,63.0,2019.0,482.0,21.0,5.5,7.6,1.8,2.6,0.8,16729,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12960,56.5,2296.0,550.0,32.0,0.0,8.2,0.32,15.4,51.0,17024,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12961,45.0,1920.0,459.0,25.0,7.0,10.0,0.5,4.0,41.0,16296,Denner Studentfutter ,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12962,5.9,218.0,52.0,1.6,,3.1,0.17,1.0,5.3,20640,SWISS ROASTED COFFEE,,30.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15972,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12964,27.7,898.0,214.0,10.1,0.5,2.6,0.1,5.7,24.4,6900,MÕVENPICK DOUBLE CREME DE LA GRUYERE & FRAISE,,175.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12965,32.0,1530.0,366.0,16.0,3.0,22.0,2.2,3.0,2.0,5038,coop Chicken Caesar,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12966,34.0,1010.0,239.0,7.0,2.0,10.0,0.8,0.0,0.5,16431,,,,g,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12967,7.0,1022.0,247.0,20.5,2.6,7.3,1.3,15.2,0.2,3636,le Parfait Wurziger Brotaufstrich,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12968,,,,,,,,,,22075,Eve Hugo Flavored,,1100.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12969,6.0,160.0,39.0,0.1,0.5,3.5,0.1,0.1,6.0,12949,Léger JOGHURT DRINK Himbeere,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12970,7.0,940.0,225.0,21.0,1.0,2.0,2.2,11.0,3.0,7791,Betty Bossi Red Thai Curry-Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12971,4.5,1038.0,245.0,3.0,,50.0,3.2,1.4,1.7,4125,Bell Beef Jerky Honey BBQ,,25.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12972,66.6,1877.0,448.0,18.1,,3.8,0.14,10.7,44.7,2307,RIESEN dark chocolate-chewy toffee,,135.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12973,59.0,1580.0,374.0,10.0,,10.0,0.01,0.8,34.0,16028,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12974,58.5,2153.0,516.0,28.7,,5.9,0.22,,48.5,17031,,,,g,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12975,55.0,2320.0,555.0,34.0,,6.0,,,,16206,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12976,53.0,2325.0,558.0,35.0,,6.4,0.11,15.0,48.0,16199,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12977,14.0,400.0,95.0,3.0,0.5,3.0,0.1,1.7,14.0,15899,,,,g,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12978,55.3,1983.0,474.0,25.2,2.1,5.5,0.41,4.1,46.3,16906,Lazaro Chocolate Brownies,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12979,54.0,2300.0,552.0,34.0,1.0,7.0,0.0,21.0,54.0,16961,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12980,,,,,,,,,,20643,Cristaline Eau De Source Etat Naturel,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12981,1.0,650.0,155.0,8.0,,19.0,1.3,2.5,0.3,7582,Bell Poulet Burger,,280.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12982,25.0,757.0,180.0,4.5,1.5,9.0,1.1,0.7,2.0,14265,Anna's Best Agnolotti poulet provençal,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12983,63.0,1095.0,258.0,0.2,,0.5,0.06,,45.0,16870,,,,g,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12984,1.0,730.0,175.0,9.0,,22.0,,,,3622,Coop Mousse au thon,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
